기타_용도_분리,Total Count
검역실,1
배수탱크,1
교통사고응급처치교육장,1
부숙사,1
지하동출입구포함,1
공유커뮤니티,1
세멘브럭,1
28평형,1
천연농자재보관창고,1
b3,1
교육방,1
맘스문화센터,1
가스용기집합소,1
문화및체험시설,1
연자방아보관소,1
단독주택외제1,1
파충류사,1
펌프실전기실발전기실지하주차장,1
백합관,1
어린이놀이터전용변소,1
광택사,1
통학대기소,1
판지상자,1
압연a공장,1
검수창고,1
근로자임대아파트,1
두레센터,1
고흥군해양자율방범순찰대,1
목요탕및창고,1
황룡빵자재창고,1
콕시듐사육실,1
배수지관리사무실,1
전용창고,1
직원휴계소,1
전지전용,1
배수지관리건물,1
임대농기계창고,1
정릉비각,1
92무허가축사추인,1
기계설,1
소매점및한의원,1
냉매충전실,1
고속도로휴게소부설,1
기능공,1
편리,1
조적,1
조류가금사육장,1
경기전동측회랑,1
콤퓨레스실,1
젖갈공장,1
부숙토창고,1
무용계학원,1
내4호,1
창고농가용창고,1
9가구다가구,1
숙박시설제2종근린생활시설,1
선류장,1
남군샤워장,1
냉장창고전실,1
고추건조기창고,1
호스텔및휴게음식점,1
구역화물,1
점자독서실,1
여관및제2종근린생활시설,1
마운틴,1
도로부속시설,1
보일어실,1
숙박시설근린생활시설,1
제2종근생및주택숙박시설,1
보근소,1
film공장,1
환경오염저감처리실,1
주차차로,1
스낵1,1
raw,1
액화가스취급소및판매소,1
와성비료개발봉소공장,1
재활용공장및폐수지저장창고,1
배출수처리동,1
화장실및창고시설,1
홈팀,1
근린생활및일반숙박시설,1
식물관,1
상업인쇄공장,1
노래방및주택,1
제품포장,1
cr,1
pta제품창고,1
유독물일반창고,1
제1종근린생활시설근,1
기혼,1
a공장자재창고,1
친환경숙소,1
사료상회,1
방음터널관리사무소,1
트링커싸이로,1
자동차관련시설차고,1
처리업,1
복지시설문화,1
도시락제조업공장,1
공구점,1
드론연습장,1
버스정류장시설,1
한우우사,1
의원및소매점,1
단지다세대주택,1
단열판넬,1
추참공동,1
화훼생산시설,1
다볕당,1
조경묘,1
재활용생활폐기물,1
곡물제분입,1
사각수조,1
해상기계수리점,1
처분용기보관창고,1
회전식가스충전소,1
농기구격납실,1
후면,1
1차가공,1
농수산물종합유통센터,1
근린생활시설및주택위험물저장및처리시설,1
2차순환실,1
전기경보,1
주민개방형주차장,1
주민운동시설2,1
주민회의실등,1
험물저장및처리시설,1
사무실및보일러실,1
4층은,1
위험물시설및점포,1
가축분뇨및일반폐기물가공,1
2보일러실,1
목회자사택,1
토끼,1
초소씨형,1
소방파견소,1
관광학원,1
교육연구사설,1
기축사,1
아파트및제2종근생,1
하동마을회,1
club,1
동5호화장실,1
vcm1,1
내당,1
2018년도농촌주택개량,1
일반및생활형,1
묘포관리사무실,1
단추제조,1
목욕탕및창고,1
기념회관,1
면사무소다목적회관,1
다가구주팩,1
32711,1
마을공동민박a동,1
미싱자수학원,1
농기계창고및사무실,1
금속잉크동,1
교육연구시설설,1
도시형생활주택원룸형28세대,1
제1종제2종근생및다가구주택,1
주차관리실a,1
5타석,1
교육공학관,1
문중제각,1
작은물새장,1
기술써비스,1
우수저류조점검,1
노유자사실,1
건축장식금속공작물제조업,1
제21종근생활시설,1
20호실,1
자하저수조,1
즉석제조가공판매업,1
골프연습장업,1
재활용품선별작업장,1
부속보관소,1
급유펌푸실,1
구내식당및화장실,1
키스,1
사무실및제품창고,1
전처리,1
광산폐수정수처리보호실,1
세차장및소매점,1
제12동,1
체험학습장및소매점,1
건축용목재룸제조업및소매점,1
제2종근린생활시설및동식물관련시설,1
부품교환실,1
조온저장고,1
mtb지원시설,1
동물미용실및동물위탁관리실,1
검시실,1
졔1종근린생활시설,1
사무실겸주택,1
정비샵,1
창고시설및제2종근생,1
순환수세식시스템구조물,1
함양경찰서,1
실내경기연습장,1
공업연구,1
4호집진기실,1
학원용강습소,1
농산물보관장고,1
종친회사무실,1
분임실,1
남리분소,1
2종근린생활시살,1
국립공원관리공단변산반도격포관리사무소,1
간이양축시설,1
해조류발제조업소,1
직업보도시설,1
가사대기실,1
2종근생활시설및단독주택,1
북측환기동,1
통제실1,1
업무용사무실,1
철재및관련제품제조업,1
스크린룸,1
수처리동상옥,1
양잠산물제조업소,1
두부제조작업장,1
해태세척장,1
합제등,1
1813,1
발효퇴비제조시설,1
2종근생린생활시설,1
곤충판매,1
장비점검계단,1
위락시설외1용도,1
창고및폐수처리장,1
66실,1
농산물유통사무소,1
죽세품제조작업장,1
빙옥정,1
dbs,1
타이탄연직공장,1
맛김제조장,1
도장폐수및원수처리장,1
154kw,1
일반음식점외1건,1
농산물제조시설및,1
고도처리시설,1
법랑,1
바이블식물센터,1
오수펌프장관리사,1
항온실,1
화장실면적포함,1
동요사,1
농산무보관창고,1
가구제조업36102,1
축산분뇨교반시설,1
교육연구및복지시설외2용도,1
도잗기제조소,1
여직원휴게실,1
일반음식저,1
유가공제조업소,1
전의왕의물시장,1
체2종근린생활시설,1
제2종근린생활시설및사무실및주택,1
지방상수도,1
곡유리제조업,1
간판제조업,1
조선소자재보관창고,1
정유실,1
착화탄,1
부석건물,1
선면장,1
제2종근린생화활시설,1
패류,1
암소계류대,1
농어가주택주거시설,1
용수공급시설,1
생활쓰레기장,1
광학유리제조업,1
분철,1
2810쉘타,1
154kvsscont,1
캐스팅공장,1
다방위락시설,1
금속문및제품제조업,1
일반성형제품,1
구조장비보관,1
자원순환관시설,1
자연환순환관련시설,1
주거겸업무시설,1
floatation공장,1
쓰레기소각및저장시설,1
다세대주택및제1종근,1
자원순한관련시설,1
가공목재제조업,1
학원등,1
물류창고시설,1
폐기물재활용저장시설,1
공중전기통신시설공사,1
문화공간,1
화학탑,1
사무소용,1
회관경노당,1
공장강의실,1
변전실및샤워실,1
비버사,1
분재전시장,1
피니쉬밀,1
수영장합숙소,1
양어관리사,1
471호,1
체육회,1
장의업,1
uf실,1
사무실및자동세차장,1
감시탑2,1
hcr변전실,1
처리시설외2,1
커뮤니센터,1
인형장난감,1
61실,1
농각주택,1
맘즈카페,1
영업시설군,1
영화교육장,1
목재스레트,1
근린생활시설창고,1
제설2종근린생활시,1
о桓,1
y시설,1
특수유흥업소,1
동물관련시실,1
월헌사,1
청소년야영장매표소,1
막걸리,1
계기용질소압축기실,1
공사용가설건축물,1
모돈사,1
에어콤프룸,1
도시형원룸주택,1
건천운동장,1
방사선동위원소저장실,1
선큰계단실,1
창업교육센터,1
골프연습장및휴게실,1
창고부지,1
조형관야외작업장,1
평의시설,1
예지물처리동,1
농산물가공포장,1
차고및연결통로,1
비상발전기,1
브록제조업,1
배추절임장,1
약품슬러지,1
발전소출입시설,1
산소충전소,1
가사리제조업,1
아동연구소,1
운수산업,1
터빈동,1
종합강당,1
버섯저온저장고,1
일반쓰레기처리실,1
제조업체,1
다가구주택11세대,1
컴프레샤룸2,1
rde,1
공공운동시설,1
epdm제품포장실,1
고라니축사,1
고무류제품및,1
장자,1
신남고,1
2종근린생활시설및다가구용단독주택,1
관람석지붕1,1
농대창고,1
골재적재기계,1
농축산물보관창고,1
양로원수용실,1
41실,1
기타일반숙시설,1
25cdc합성설비동,1
녹색체험관,1
토산품판매및,1
활성탄저장동,1
다시마보관창고,1
대학도서관,1
제5드럼창고,1
곶감덕장,1
리창고,1
정비공장및,1
간의양노시설,1
물품저장용,1
시장작목,1
가평1리,1
비인단위농업협동조합,1
떡제조공장,1
제설시설보관소,1
가설작업장,1
상수도전기스위치,1
농기계창고및관리실,1
배차플렌트,1
저장저장고,1
객주,1
농기계수선보관창고,1
이용학원,1
1974년도,1
세차장및카센타,1
우천로,1
정비공장및부품창고,1
조촌공동창고,1
자동착관련시설,1
프라스틱일반성형용기제조업,1
구매과,1
미술계,1
사무실및간이휴계소,1
창고물품보관소,1
건조창고및축사,1
외국인휴게실,1
여자경노당,1
관사물치,1
제2즙,1
주거환경융자주택,1
재실관리사,1
주택및근린생화시설,1
톱밥박효장,1
해산물위판장및연쇄점,1
농가형소형저온저장고,1
다목적마을공동창고,1
부락창고,1
생산기반,1
증산구합숙창고,1
사격부꿈나무실,1
주방기기,1
다류업조에,1
사무실및저온창고,1
관용,1
농수산물보관창고및주택,1
팔상전,1
종합처리장,1
양곡저장실험실,1
과일일반저장고,1
온수양노당,1
농업용벼건조장,1
농산물포장자재보관창고,1
농업용다목적,1
토란탈피작업장,1
oiluint,1
농어업용찰고및품질관리실,1
수리점사무소,1
702동위치,1
마을공동경로당,1
펌프실및물탱크실,1
청과위판장,1
농기계연습장,1
경노주택,1
어린이교양시설,1
노인회관및복지회관,1
올벼쌀가공,1
농업창고및제조업소,1
나프타겐,1
농업증산,1
사원클럽,1
인정,1
사택1동,1
보훈시설,1
국민복지관,1
리프검사장,1
재난물품보관창고,1
아동복지,1
제3계사,1
성암리마을공동농기계보관창고,1
플레이룸,1
후문동,1
생활도자기보관창고,1
노휴자시설,1
화공약품저장창고,1
농업용전온창고,1
장애인근로복지시설,1
크링커저장고,1
동회창고,1
드로아,1
200구조물동,1
과수저온저창고,1
충전동,1
우험물취급소,1
농산물집하장창고,1
수분실,1
창고및행랑,1
부속창고실,1
가공저장용기,1
농업기계임대사업소,1
정수약품창고,1
종자연구실,1
견저고,1
다목정강당,1
즉석식품제조판매업,1
공업에,1
사과저장고및창고,1
집하장사무실,1
밸브동,1
폐기물수거창고,1
청파제1노인정,1
벼저장,1
포니마사,1
1종근생및다세대주택,1
관리실및경비실,1
옥외엘리베이터홀,1
6500톤프레스수처리시설,1
아산정,1
건원릉수라간,1
운동장차양막2,1
향료,1
중앙기계실2,1
저수조및,1
181세대,1
출고전실,1
농촌연립주택,1
커뮤니티센터1,1
가죽신제조,1
변전소보관,1
토산품진열장,1
1계열여과지동,1
와이셔츠제조업,1
주민공동계단,1
초화포,1
재활용품보관소등,1
의사아파트,1
3가용,1
동위원소,1
부속여자고등학교,1
목릉정자각,1
돈사의,1
탈수및건조실,1
일부일반주거지역,1
수소가스저장소,1
85003,1
제품성형설비,1
대기리2구,1
일부근생,1
264호,1
재단사무실,1
수송원대기실,1
완도우체국,1
분청,1
농산물판매및체험장,1
후배재장,1
근린생활시설외4,1
주택및부속시설,1
법당요사채,1
정전,1
농업제조시설,1
민원인쉼터,1
저순수,1
연수장치실,1
어린이독서실,1
r실,1
위탁영농사무실,1
수도작업장,1
포장실등,1
pit진입층,1
오피스텔12실,1
주민체력단련실,1
자동차관리사무소,1
동물가축병원,1
오피스텔및다가구주택,1
cl2창고,1
주택및건자재판매시설,1
근린생활시설주차장및주택,1
연사장,1
판매시설및일반업무시설,1
대피소및기계실,1
핏치야드,1
종합부대복리관,1
토목시험실,1
만유문,1
g저장시설,1
제2식당및,1
소방서장비창고,1
시추코아,1
12인생활동,1
산소공장comp실,1
주민공공,1
주택및점포부속사,1
소사료저장시설,1
불출실,1
춘향전시장,1
심판대,1
약품탱크동,1
아동복지법인,1
두릉지구,1
전시및직판장,1
영령전신문,1
노인운동실,1
도천서당,1
재배,1
협문2,1
알파스페이스,1
지하주차장계단,1
방법초소,1
301,1
자전거하차실,1
커뮤니티센터2,1
키즈케어센터,1
여성공방,1
플레잉센터,1
공동주방및식당,1
키즈놀이체험실,1
아파트및관리실,1
연결송수관펌프실,1
방문객숙소,1
가스제어실,1
종합종교관,1
캐슬갤러리,1
영림창고,1
아파트30세대,1
혜성사,1
설치용창고,1
용암석전시관,1
다가주택11가구,1
공예체험관,1
생활편익시설및부대시설,1
재활용쓰레기저장소,1
달팽이제조장,1
주막동,1
주민체육센터,1
말사육실습장,1
scrap보관동,1
사무소전실,1
댜세대,1
근린및아파트,1
썬큰계단,1
재황용품보관소,1
산단근로자편의시설,1
공주변소,1
익시설,1
주민공방실,1
deck하부주차장,1
주민나눔카페,1
기후쉘터,1
및보일러실,1
재활용선별창고3,1
엌,1
카스케일,1
분양불가함,1
합동주택,1
다세세대주댁,1
혜릉수복방,1
전기실3,1
협문8,1
가납3리마을회관,1
10대,1
대다세개주택,1
몰드창고,1
소금제조장,1
어르신복지센터,1
창고및주출입문,1
생활편익시설및의료시설,1
게스트하우스3,1
통행료징수시설,1
남측변소,1
빗물저수조기계실,1
쓰레기재활용장,1
엽연초건조실,1
온돌체험동,1
현관및교무실,1
운문사입구,1
달리분류되지않은인쇄관련서비스업,1
음식물쓰레기발효기실,1
우편물보관소,1
정무실,1
대령관사,1
마을작업소,1
어린이교통공원,1
가압펌프시설,1
지하주차장외부계단,1
신발재단,1
94경쟁력재고대책사업,1
장애인복지시설외,1
특수자재창고,1
복리후생시설동,1
주민회합실,1
104동뒤,1
106동지하층미화원휴게시설,1
동출입구,1
근린생활시설및소매점,1
노인복지지원실,1
얼룩말영양사,1
기도타운,1
다세대8세대및근생시설,1
문화재보관소,1
공동주택외3용도,1
황학정,1
숙소및사무동,1
공회,1
호주관,1
숙직실및부엌,1
1조립공장,1
미지정문화재,1
저공해비누공장,1
농산물건조기창고,1
예능기술계강습소,1
율진1구창고,1
빵및떡제조업,1
유아원부속건물,1
조형물제작,1
농산물창고및농기계보관창고,1
취사및대피,1
여물장,1
수산물작업장,1
식물관련시설9창고,1
파고관축소,1
직업훈련관,1
버섯냉동저온창고,1
적사함,1
기타판넬지붕,1
안내시설,1
공동주택활시설,1
비승용장난감제조업,1
도서관및,1
시설채소,1
한방체험센터,1
종교용사택,1
에어콘가스펌프실,1
방역설비,1
전기회로,1
7군동의필,1
apt용,1
할아버지방,1
자동순환관련시설,1
흑염소건초저장고,1
신기관실,1
대성사,1
세면탈의장,1
주유소캐노피및사무실,1
iㅊ식물관련시설,1
건조숙성실,1
다중주택5호,1
북문정산소,1
c기타직물제품,1
전시장및사무실,1
총인설비동,1
상무관,1
불일암,1
어린이교육관,1
단독주택및제2종근,1
연소시험동,1
가공제조업,1
중계홉퍼,1
구동건물,1
규모,1
rack자동화창고,1
딘슬래브본공장,1
2유틸리티,1
lipf6,1
bp2호기,1
옥상초소,1
장기보관고,1
골물창고장,1
축산물가공처리시설,1
24ea,1
장난감라운지,1
휴식관,1
민원실동,1
현장분석실n05,1
유제원액공급실,1
602동1층피로티,1
건미역처리장및창고관리실,1
광산김씨전리판서공파원동소종중,1
회계학원,1
체험창고,1
lift,1
과산화물,1
총기수리소및전시실,1
오물소각장,1
입주자회의실102,1
교수휴게실,1
냉장고동,1
공공관저,1
헬스및요가장,1
문중,1
수산물포장,1
tb처리장,1
upl,1
10거구,1
리프트기계실5동,1
합숙,1
jc회관,1
물리계,1
예비품보관창고,1
경로식당겸강당,1
다목적전시공간실,1
구서재,1
아궁이집,1
주차설비,1
고구마가공공장,1
고구려정,1
총16가구,1
양궁연습장,1
29122,1
키른전기집진기실,1
410,1
급이조,1
배수지기관실,1
봉양제,1
객화자주태,1
혼합사료창고,1
숙공재,1
시장상가잡화점,1
카타기실,1
숙박및근린생활시설및주택,1
94농촌주택개량자,1
일반음식점및축사,1
굼벵이제조가공,1
유과공장,1
1차침전조펌프실,1
액비순환실및펌프장,1
음식발효기,1
관리자휴게실,1
데크1층,1
중앙감시시설,1
호텔및단독주택,1
계룡산관리소,1
2호실,1
야외휴게공간,1
방사선창고,1
어린이집및,1
공무원,1
후당,1
양질육형한우검정우사,1
케이지사,1
동물관련식물시설,1
원예연구회회관,1
가동아파트,1
당구장및주택,1
경리병사,1
우사건조장,1
필터제조,1
관광상품판매실,1
한부모가족복지시설,1
잠실표준설계도,1
공드럼보관장,1
농사물창고,1
친환경검정온실,1
교보재실습장,1
2륜차판매및수리점,1
밀감저장고,1
그늘집5,1
농산물저장및건조,1
작업장및방,1
근린가축시설,1
pri교장,1
소각기보관소,1
탈사시설,1
동물및식불관련시설,1
7세대주택,1
경노당및구판장,1
우사용,1
동물및식물관견시설,1
122호,1
제1종및제종근린생활시설,1
축사5동,1
차량용소독실,1
돈본장,1
조교시설,1
기계비가림시설,1
샤워실및1차물품반입실,1
실험동물사,1
실내조련장,1
기계발전실,1
발효탱크실,1
관리사무소m,1
대형ru,1
tmo,1
기준공,1
축산분료퇴비장,1
가스주입대,1
환경콤퓨레샤실,1
사료창고주택,1
인공수정실,1
실내테니스장3면,1
창고부속사,1
갹체,1
선별장휴게시설,1
동양란재배실,1
접속장,1
tv통신중계소,1
지하1층부설주차장,1
축사ㅡ퇴비저장시설,1
내수면개발시험장,1
간이퇴비사,1
조직배양묘증식온실,1
동물및식물관련련시설,1
건강지원시설,1
전기실및저수조,1
육모건조장,1
원예사,1
유지화공및내화물창고,1
시료보관창고,1
가스실2,1
필수시설,1
국가지하수,1
이유자돈사1,1
다세대형8세대,1
골판지상자제조장,1
부속체육실,1
신사당,1
축사및행랑,1
대첩문,1
고압가스판매소저장소,1
동물관및련시설,1
특산물관리사,1
보건연구소,1
위험물저장및제조소,1
행여병인구호소,1
내수면양어장,1
양어장용기계실,1
사료분쇄공장,1
양계단지농가교육장,1
가공목재생산업제조,1
육상수조양식,1
수장대,1
급지펌프룸,1
제2종근린생활제조업소,1
원지자동화창고,1
노유시설급식소,1
통신탑,1
화물상자제조업,1
미륵사,1
금속소상,1
농기구수리제작,1
2021년,1
101동1층에위치,1
제3도서관,1
분리수거저장소,1
전망대화장실,1
식료품점외,1
군사시실,1
sts스크랩창고,1
양궁장부대시설,1
제2종근린생활시설위락시설,1
음식점창고,1
농기구전시실,1
사료공급장,1
생약제조장,1
제설및자재보관창고,1
잡곡창고,1
임산물보관공동창고,1
중앙고속도,1
천불당,1
수납장,1
건조기보관실,1
코일산세공장,1
부녀양노당,1
배양실창고,1
농기계창고및농기계수리소,1
3세대가구용,1
약초건조및보관창고,1
사범대창고,1
식품액기스,1
옥외탱크,1
생활용숙박시설,1
지하주차장p5,1
무인택배시스템실,1
아파트공장,1
벼공동건조및저장시설,1
신도대기실,1
반공대피소,1
h엔진,1
농상물저장창고,1
양어장사육조,1
엠마오의집,1
이벤트홀,1
출전마소개,1
스키대여실,1
영묘제,1
다가구주택18세대,1
폐오일,1
유아놀이터,1
신청1가구,1
25231,1
정보교류시설,1
계류,1
티하우스c,1
관리사무소및주민공동시설1,1
크린넷,1
제2종근생및다세대,1
지역정압실,1
제1종관련시설,1
피트니스실,1
2종근린생활시설제1,1
관리소외2건,1
폴리1,1
분리소,1
기계실및지하주차장,1
다세대주택4가구,1
재활용선별창고2,1
생활편익시설외3건,1
맘스허브,1
괴목지서청사,1
요사철,1
기타가곡물제조업,1
공중화장실및전시관,1
가구목재생산업,1
착수정및활성탄투입동,1
남일지서,1
강한루,1
곡물정제조업,1
연립주택및제1종근린생활시설,1
93정주권주택,1
주현연립주택나동3층건물,1
불곡초등학교,1
사원숙소및교육연구및복지시설,1
g판매소,1
기계실공용부,1
향토공예관,1
공장건조실,1
담소공간,1
벽돌강도실험실,1
홀및점포,1
소줄당,1
문화및전시시설,1
문화및집회업무근린생활시설,1
0저장조31,1
옥외계단5,1
관리사무소및m,1
체험관2,1
인창리,1
여성문화센터,1
268호,1
종침계단실,1
자전거보관창고,1
지하주차장케노피,1
c2502a,1
아파트사무실,1
공용세탁카페,1
탱크세척장,1
co가스압축기실,1
대불요사체,1
몰드실,1
전기및전자기기건물,1
스크린골프장연습장,1
쓸레기집하시설3,1
착유길,1
원릉수복방,1
1제강,1
펌프및비상발전기실,1
질소실린더,1
생산업,1
항만근로자식당,1
유념관,1
곤도라운전실,1
가방제조공장,1
무인점포,1
마을공동유통시설,1
광기수리실,1
배수문,1
회의실및화장실,1
사무실및주방식당,1
콤푸레샤실8,1
홍수경보국사,1
부품정비실,1
덤벙관,1
주택및지하창고,1
단위조합연쇄점,1
전초사,1
콘덴서실,1
주택및한의원및물치,1
다중주택및다가구주택,1
준공,1
염소가공시설,1
냉각수약품공급,1
청자재작,1
창고및보이러실및대피소,1
처리시설자동차부품,1
02위험물옥외저장소,1
소괘저장고,1
새마을단무지공장,1
사제관사,1
괴도정유장,1
서부소방서,1
수산물창고및주택,1
콘베이어벨트,1
산소부하실,1
가스캐비넷,1
1석회석혼합저장고,1
무속건물,1
창고및콤프레샤실,1
소다저장창고,1
연구실외,1
일광사,1
코스라공장,1
유틸리티타워,1
주행검사수정장,1
배수구내,1
수산물가공제조업소,1
빗물관리층,1
순수처리조,1
제2공장냉동기실,1
침,1
tph공장,1
염소처리실,1
로딩암쉘타,1
노스님기숙사,1
물품보관고,1
법무부,1
공행공장,1
숙소및교육장,1
오징어처리공장,1
콘테이너백창고,1
점도,1
강하,1
해태처리가공시설,1
운반통로,1
김저장실,1
액젖탱크실,1
채화정,1
목재제제공장,1
침지탱크하부,1
공압설비방음실,1
노인공동생활가정및경로당,1
제3생활관,1
트럭계중기실,1
환경사무실,1
단독주택공장시설,1
무인중계국,1
출하관리실,1
김건조가공제조업,1
종교시설재실,1
실린더하우스,1
코팅동,1
회수실,1
여명원,1
심용전,1
왁스용해처리장,1
시어터룸,1
농민건강관리실,1
6세대다가구용,1
보일러실및계단실,1
양병실,1
은행및사무실,1
petcoke창고,1
학생화장실,1
광차교장,1
채운면사무소,1
675,1
동력판넬,1
마애여래좌상보호각,1
장의시설,1
감쥬스작업장,1
고속철도변전소,1
319대형,1
무일전화국,1
조경묘전사청,1
종종회관,1
조제업,1
옥내소화전펌프실,1
dpg운전원대기실,1
철제,1
반도체부품조립공장,1
시설사무실,1
분석기실6,1
2철근lng정압기실,1
동물고기가공,1
에어졸,1
의료가스저장소,1
유류창고및폐기물저장동,1
내이마을,1
야탑초교,1
연속탄화공정시설,1
다방소매점,1
커뮤니티b,1
공동유아나눔터,1
해수취수조및펌프실,1
hp윤활유창고,1
한가구,1
컴퓨레샤룸,1
국사6당,1
제1종2종근랜생활시설,1
slurry,1
교재보관실,1
금속조립구조재제조업소,1
운동장스텐드,1
미스트하우스,1
농특산물창고,1
1공학관,1
종빈마사,1
화학실험실,1
실기실,1
완구,1
벌커,1
임간수련,1
시약보관소,1
제조외,1
위험물판매취급소차고지,1
생활편의,1
콘크라샤,1
주택개량사업대상,1
공정창고,1
전천후경기장,1
우량종구,1
식물조직배양소,1
소화창고,1
양견장,1
교원편의시설,1
도정공장및,1
배전반및자동제어제조,1
옥외체육실,1
6d9,1
모험장비창고,1
화공실,1
17가구형,1
곡물건조저장고,1
교사및다목적강당,1
톨게이트및,1
저유과,1
유치원교사,1
고등학교기숙사,1
관리동용,1
제1교육관,1
강당및,1
사료배합시설,1
연화산,1
애견시설,1
업원숙소,1
우편물취급소,1
목공예제조,1
모터보트동,1
플라스틱제품제조업,1
및사료창고,1
판매장및여관,1
미술교실,1
송전창고,1
남한산성종각,1
경노당구판장,1
근린생활실시설,1
재생용금속가공원료생산장,1
국민연금관리공단,1
복지후생시설2,1
다가구단독및근생,1
후기육성사보일러실,1
강진에코팜,1
233세대,1
액화가즈저장소,1
사덕정,1
주차시설판매,1
오피스텔1,1
과외학습실,1
단지형다세대주택16세대,1
26가구,1
탁구,1
일용품소매점및사무소,1
수원지관사,1
체험사업,1
공중보건의실,1
무상임대,1
85,1
단독주택및여인숙,1
견본농업기계전시관,1
pms차고지,1
하역처리,1
엘피지저장실,1
4213동,1
바이오필터실,1
집판장,1
다용도실및,1
다가구및근,1
농어촌융자주택,1
통합운영센터,1
오피스텔79호,1
세탁폐수처리장,1
설비부,1
농원체험장,1
우렁쉥이,1
포장실동,1
에비군기동중대사무실,1
주민실내운동시설,1
게임시설제공업,1
파평윤씨,1
제2종근린생활시설3,1
다방업,1
농촌지소사무실면대본부,1
동북교회,1
이송실,1
욕실및식당,1
다목적개량공간,1
수리점및소매점,1
소방차차고,1
제2종근린생활시서및단독주택,1
전배재설비,1
실험주택2,1
농산물벼보관창고,1
석성동헌,1
영농체험시설,1
주부취미실,1
의료가스동,1
제2종근생외2,1
기존마동,1
위락시설소매점,1
서울특동유지창고,1
티고압가스창고,1
파쇄기동,1
샤워실및보일러실,1
휴게소관리,1
관통형승강기,1
공유세탁,1
업무시설및근생시설,1
l동,1
탈취휀실c동,1
액화실,1
드라이케미컬쉘터,1
제분쇄실,1
김생산시설,1
운전학원사무실,1
시멘트제품창고,1
공기충전실,1
배합실창고,1
하이프로실숙성조,1
서류창고,1
가정용도자기,1
기산단위농업협동조합,1
식품저장공장,1
지붕개량형,1
위험물처리및관리시설,1
관련시설및2종근린생활시설,1
크링카사일로,1
소집회,1
목재도구및기구제조업,1
벌크하역실,1
위혐물저장및처리시설,1
사스주입구,1
액화석유가스보관창고,1
1932,1
자립작업장,1
근린생활시설및도시생활주택,1
원료저장소,1
자동차관련시설및제2종근린생활,1
응성관,1
종량제쓰레기봉투,1
공장및문화및집회시설,1
정신요양소,1
b발사통제실,1
위험물취급소및다가구주택및제2종근린생활시설,1
수소공급시설,1
제4류위험물저장소,1
선인장접목처리시설,1
판자상자제조,1
액화서유가스판매소,1
주민복합시설,1
시트카바제조업,1
저수,1
카고트럭정비고,1
집진조정동,1
선작업실,1
138호,1
저유고,1
계량기,1
자반가공,1
주차통로및보행통로,1
광장지하주차장,1
정구,1
조립식콘테이너,1
석유류저장시설,1
위험물저장및처리장,1
숙소및급식,1
보관대등,1
갈색거저리,1
3급정비업소,1
주택건설기준등에관한규정에,1
과적차량검순소용건축물,1
정비공장및매매장,1
주택겸,1
신청사,1
로프,1
동물미용업소,1
2017년농촌개량주택,1
문서,1
제2종근린생활시설및위험물저장처리시설,1
가스충전소사무실,1
고압가스저장시설,1
안내초소,1
위험물저장및처리기설,1
단조원동실,1
의약품계량계측소,1
기타육지동물가공저장업,1
독서실포함,1
포목점,1
프리텐션실,1
세차기하우징,1
사무소제1종근린생활시설,1
더덕엑기스,1
아이키움커뮤니티,1
및위험물처리실,1
카서비스,1
쓰레기소각창고,1
준주거지역,1
공장공장,1
5세대주택,1
사무소10호,1
남고,1
의약품판매소및창고,1
중앙관리사무소,1
화장실및기계실,1
94농촌주거환경대상,1
화제장,1
물망제,1
ozone,1
양수장부속사,1
변전소사무실,1
파워플랜트기계실,1
운동부시설,1
용정1리경노당,1
23제품성형설비동,1
종통로,1
두문2리보건진료소,1
기념품판매,1
달천정,1
해상안전관리소,1
부식냉동창고,1
전시및판매장,1
실버공동체,1
간이급수장옥,1
젖소사육운도장,1
소매점다가구주택,1
대준음식점및다방,1
가공제조공장,1
기존건축물,1
감시및방재실,1
바비트릭공장,1
영당복지회관,1
연사업,1
사료창고및방역실,1
육상용기구창고,1
폐기물재활용작업장,1
정비팀실험실,1
상수도정수시설,1
음수,1
지하철도용변전소,1
성헌경로당,1
운수종사자복지시설,1
수도유량계실,1
투막집,1
배수지출입계단실1,1
근린공공실설,1
염소투입,1
배수관문조작실,1
농협판매장및사무실,1
악취제거시설,1
기구제조,1
중대마을작업장,1
제1종종근린생활시설,1
석탑보호각,1
나무젖가락,1
전시및판매,1
어울림센터,1
노인정및회관,1
급속사여과지상옥,1
영업및제2종근린생활시설,1
소방호스저장소5,1
도장열처리장,1
10m,1
비봉루,1
성화대,1
관조당,1
오피사무실,1
업무시설제1종근린생활시설,1
체육활동,1
신정2동사무소,1
시험장관리사무실,1
광업에부수되는,1
관리실및휴게실,1
경보국기기실,1
고학년동,1
간척양수장,1
등탑,1
당류,1
1종근생및2종근생,1
마을회관복지시설,1
주차장관리사및공중화장실,1
농작물관리,1
남산학유정,1
모시제조,1
제1종근린생활시설부속창고,1
마을농촌체험장,1
자전거포,1
농기계차량정비고,1
철구조물제작공장,1
임천조작실,1
샵장흡연장,1
폐수저감시설,1
화공약품고,1
사입물충전실,1
주택점포사무실,1
물탱크동,1
단지형다셰대,1
오피스텔사무소,1
감마레이창고,1
코어보관장,1
배기팬실,1
새마을금고회관,1
다가구주택5가구및1종근린생활시설소매점,1
방사동공장,1
식당가스저장고,1
의장공장및케노피,1
염소가공소,1
조절제제조공장,1
상공장,1
주택및행정연락소,1
